video_id;author;comment;class
NkMQpa2a2Ec;David Domain;Me sorprende que también la conozcas, he estado obteniendo muchas ganancias invirtiendo con ella durante algunos meses.;0
NkMQpa2a2Ec;Luis  Diaz Calle;Sinceramente gracias, espero y deseo que este canal crezca lo más alto y alcance los objetivos propuestos.;0
NkMQpa2a2Ec;Pedro Hereira;Soy conductor profesional, vivo en Santiago de Chile y manejo buses de transporte de pasajeros. En una ocasión iba de regreso al terminal de buses en tránsito (sin pasajeros) y pasando por el centro de la ciudad vi caminando a Tony Levin (un gran bajista de Rock, que estaba de gira junto a su hermano, tocando temas de Jazz) detuve casi de golpe el bus y le pedi muy amablemente que subiese al bus para tomarme una foto con él. Conversamos durante casi dos minutos, luego de eso nos dimos la mano y nos despedimos. El punto es que si tú no sabes quién es y no le conoces, CUANDO LO VES CAMINANDO POR LA CALLE NO TE DAS CUENTA QUE EL TIPO ES MILLONARIO, de hecho estaba vestido en forma muy similar a mi uniforme de trabajo. Se los dejo como anecdota, vale la pena meditar en ello.;0
NkMQpa2a2Ec;raju Juarez;Que historia tan romántica;0
NkMQpa2a2Ec;Prosus Corp;Tienes razón.<br>Mi jefe, dueño de una gran empresa, a veces se va en micro sólo para pasear. Nadie lo reconoce.;0
NkMQpa2a2Ec;Alexander Rosa Mina;Crecí en una tiendita básica con mi madre, mucho de lo que expone lo he hecho de manera empírica agradezco lo hayas ordenado saludos desde El Salvador;0
NkMQpa2a2Ec;Finanzas en Perspectiva;Me alegro mucho!! A seguir!;0
NkMQpa2a2Ec;guillermo pizarro labra;Ser comerciante independiente es lo mejor que trabajar dependiente por muchas razones y una de ellas que no tienes que rendirle cuentas a nadie;0
NkMQpa2a2Ec;Disitribuidorairene Q;Eaperemos que lo vean varias personas <br>Es bueno<br>Y malo ya que puede que en un dia <br>Puede que no ganes nada ahi es cuando te das cuenta de la importancia del trabajo;0
NkMQpa2a2Ec;Anonima;TODO TIENE SU LADO MALO Y BUENO HAY GENTE QUE ESTA BIEN TRABAJANDO BAJO PATRON  NADIE TIENE QUE DECIR QUE SE ES MEJOR POR SER INDEPENDIENTE;0
NkMQpa2a2Ec;Michael Bronx;Yo conozco personas pobres qué adquirieron unas cuantas cosas materiales y se enfermaron totalmente no le hablan ni se relacionan con los pobres y conozco ricos qué lo tienen absolutamente todo y son humildes y se relacionan y hablan con todo el mundo .;0
NkMQpa2a2Ec;Genetica Sigma;Me crie con mi mama y un kiosko, realmente no me imagino toda mi vida viajando 2 horas de mi vida para ir a un trabajo que no me gusta de 7 a 12 y de 2 a 6 horrible, me crie con mi mama en mi casa ella atendiendo y yo viviendo mi infancia nos fue bien.. ahora me puse a pensar que eramos los unicos ahi que teniamos un kiosko que lo que relate anteriormente era la realidad de los demas vecinos. Gracias dios por darme sangre comerciante, por darme a mi madre y que siempre estubo hay para mí.;0
NkMQpa2a2Ec;SAN LUIS DAMON;Y cual es la diferencia al final vas a morir y todo se va quedar aquí , casas ,títulos , dinero , mejor a  disfrutar la vida Y cada quien viva  la viva a  su manera, que al final de cuántas , millonario ,rico o pobre lo único seguro es la muerte;0
NkMQpa2a2Ec;Ernesto Angeles;Aquí en México los horarios laborales son de ocho y doce horas;0
NkMQpa2a2Ec;Re0nK4sa1;?@Nicolas Rongese entiende bien igualmente man no jodas;0
NkMQpa2a2Ec;Nicolas Ronge;Estuvo*;0
NkMQpa2a2Ec;???????;Dios bendiga a tu mamita, me la saludas por favor. ?;0
NkMQpa2a2Ec;Vitoko skullerx;Hay que ser medio tacaño para vivir tranquilo, nunca ser esclavo de las deudas xD pero las criptomonedas tienen ciclos de euforia y desplome.;0
NkMQpa2a2Ec;Raúl;excelente vídeo. brutales en especial los dos últimos consejos, sobre gastar en lo que amas y en libertad. gracias!;0
NkMQpa2a2Ec;Finanzas en Perspectiva;Me alegro de que te haya gustado, muchas gracias por tu apoyo!;0
NkMQpa2a2Ec;Yenni López;Algo así me pasa con mi mujer, tenemos muchas discusiones y desacuerdos por el exceso de compras en comida o ropa ??. No sabe cuidar el dinero porque nunca fue educada para eso. De pequeña era muy pobre y ahora se da todos los gustos. Yo sinceramente me manejo bien teniendo lo que necesito más no lo que deseo ?????.;0
NkMQpa2a2Ec;Momentos con Lourdes ;@Rooo Lo Mil gracias.;0
NkMQpa2a2Ec;Rooo Lo;?@Momentos con Lourdes me encanta tu ejemplo, totalmente de acuerdo;0
NkMQpa2a2Ec;Juan Perez;Ponele una mensualidad, para su gasto de la cocina. Eso hice yo y tenía el mismo problema. Ahora mi economía a cambiado. Si no está de acuerdo que se ponga a trabajar o déjala. No te conviene.;0
NkMQpa2a2Ec;mileyoa;@Víctor Mike Charlie te equivocas,no todas .;0
NkMQpa2a2Ec;Pilar Castro Robles;Soy una mujer que gasta el dinero en terrenos para venderlos a futuro , no estoy endeudada , vivo con lo básico y me doy el lujo de dormir tranquilamente todas las noches.;0
NkMQpa2a2Ec;Momentos con Lourdes ;@Juan Carlos Palmares Quispe Gracias por su comentario.;0
NkMQpa2a2Ec;Juan Carlos Palmares Quispe;@Momentos con Lourdes  QUE VARÓN NO DESEA UNA MUJER COMO USTED;0
NkMQpa2a2Ec;David P;Ya fue trabaja más para cubrir sus necesidades xD;0
NkMQpa2a2Ec;Luis Verissimo;Exactamente lo que paso en mi vida con mi primera mujer y aún peor con la segunda , ya voy por la tercera y recién ahora mi vida está encausada económicamente , después de 5 años de inversiones positivas , compra de activos , hoy soy financieramente libre .;0
NkMQpa2a2Ec;Jorgelina Gonzalez;Me gusta cuidar el dinero pero mas administrarlo bien no hay como la paz mental.;0
NkMQpa2a2Ec;Nicolas Ronge;Estaría bueno igual manejarse con lo que uno desea;0
NkMQpa2a2Ec;El loko tony;Volteale la balanza ora date lo que deseas tu y bájale el presupuesto a ella ,, ya después los dos se acomodan a gastos normales;0
NkMQpa2a2Ec;Momentos con Lourdes ;@Víctor Mike Charlie Hay pocaspero todavia quedamos .;0
NkMQpa2a2Ec;Víctor Mike Charlie;@Momentos con Lourdes  Pues no he conocido muchas así.;0
NkMQpa2a2Ec;Momentos con Lourdes ;Yo soy una mujer que cuido mucho de no hacer compras en exceso.  Nunca se sabe cuando podrá venir una situación dificil.  Es preferible una cartera de 50 dolares con 500 dentro y no una de 500.00 con 50 y deudas.;0
NkMQpa2a2Ec;Víctor Mike Charlie;Es un problema muy común en muchas mujeres;0
NkMQpa2a2Ec;carlos perez;No es más rico el que más tiene sino el que menos necesita;0
NkMQpa2a2Ec;Jeff;"Buen video, esto me recuerda a hace 8 meses cuando era tan pobre y me rompí que apenas podía pagar una comida al día. Recuerdo que tuve que dar el mayor paso de mi vida cuando invertí mis últimos ingresos con una corredora experta, la Sra. Irving Kim, que trabaja con una empresa de comercio de divisas en el Reino Unido. Puede parecer poco, pero tomó valor saber que invertir era lo correcto en ese momento. Hoy mi pequeña inversión de solo 300 USD me ha dado grandes ganancias. Honestamente, para tener éxito, tienes que dar un gran paso. Ahí es donde comienza todo. El cambio de divisas también es una buena inversión y estoy feliz de haber dado ese paso audaz. Estoy compartiendo esto para alentar a cualquiera en el punto más bajo de su vida a &quot;no te rindas&quot;.";0
NkMQpa2a2Ec;Senol Kurtoglu;Ese es su nombre de usuario de Instagram ????;0
NkMQpa2a2Ec;Senol Kurtoglu;IRVINGKIM_;0
NkMQpa2a2Ec;Senol Kurtoglu;La Sra. Kim es una de las mejores inversionistas en criptomonedas que he conocido. He invertido en otras empresas, pero con la Sra. Kim, estaba muy satisfecho con ella y mis ganancias tal como prometí.;0
NkMQpa2a2Ec;Michael Scott;ese es su contacto de WhatsApp ????;0
NkMQpa2a2Ec;Michael Scott;3057;0
NkMQpa2a2Ec;Michael Scott;234;0
NkMQpa2a2Ec;Michael Scott;352;0
NkMQpa2a2Ec;Michael Scott;+1;0
NkMQpa2a2Ec;Michael Scott;Siempre recomiendo a la Sra. Kim a mis amigos y familiares ... su plataforma es definitivamente el mejor lugar para invertir su criptomoneda y obtener ganancias todos los días.;0
NkMQpa2a2Ec;Martinez Carla;Gracias por compartir esto, realmente me animó. Ahora sé que el paso correcto es invertir, pero tendré que contactar a la Sra. Irving Kim para comenzar a invertir en su empresa.;0
NkMQpa2a2Ec;Tessy Peter;Con la orientación y la ayuda de la Sra. Irving Kim, he logrado mi sueño de ser estable financieramente;0
NkMQpa2a2Ec;Tessy Peter;Un amigo me presentó a la Sra. Kim después de haber sido estafado en diferentes plataformas y estaba a punto de perder mi empresa.<br>  Con su ayuda pude recuperar todo lo que perdí y salvé a mi empresa.  Ella dedica su tiempo para asegurarse de que sus clientes obtengan lo mejor;0
NkMQpa2a2Ec;DE KING;Su comisión es el 3% de las ganancias generadas después de tres meses.;0
NkMQpa2a2Ec;DE KING;Poder comunicarme con la Sra. Kim cambió mi vida para siempre.  Yo mismo he sido inversionista durante algunos años, pero tratar con la Sra. Kim me dio muchas ganancias.  Deberías probarla si tienes la oportunidad de ver este mensaje.;0
NkMQpa2a2Ec;Possible;¿Cuál es su tasa de comisión?;0
NkMQpa2a2Ec;Possible;Leer este comentario me animó mucho.  He encontrado tanto el nombre de la Sra. Irving Kim en las reseñas de YouTube con muchas personas que dan fe del suyo, que me encantaría comunicarme con ella también.;0
NkMQpa2a2Ec;Precious George ;También se siente bien ver a una mujer pionera en las ganancias de inversión.  Me he beneficiado de la plataforma de negociación experta de Irving Kim.  Mi cartera ha acumulado ganancias de $ 32,541 de mi capital inicial de $ 780 en un mes.;0
NkMQpa2a2Ec;Success;El año pasado, encontré críticas maravillosas como esta sobre la Sra. Irving Kim, la contacté porque necesitaba múltiples fuentes de ingresos.  Mi primera inversión fue de 1000 USD después de 7 días, mi acumulación de ganancias superó los 11.095 USD.;0
NkMQpa2a2Ec;Dë Light;Invertir es una decisión previa para el futuro. Si está mirando esto y no tiene una inversión, haga planes para invertir para no terminar como mi colega principal en el trabajo.;0
NkMQpa2a2Ec;Dë Light;Solía tener un colega principal en el trabajo que vivía bien pero nunca tuvo una inversión, desafortunadamente su trabajo fue terminado, por lo que pasó de vivir bien a sobrevivir con su familia. Si hubiera invertido mientras aún estaba trabajando, habría tenido otra fuente de ingresos;0
NkMQpa2a2Ec;Mark Williams;Esto es genial.  Me topé con esto y me hizo darme cuenta de que tomé la decisión correcta al tener a Irving Kim como mi agente personal.  No promete un plan para hacerse rico rápidamente, pero le garantiza rendimientos constantes en su cartera de inversiones.;0
NkMQpa2a2Ec;Phillip Neil's;Aprendí desde el principio cómo invertir y tener múltiples flujos de ingresos, y hoy eso ha valido la pena.  Es una pena, ya que tengo numerosos flujos de inversión que me generan grandes ganancias.  Mi consejo es que, si no has estado invirtiendo, nunca es demasiado tarde para empezar, ya que es una decisión que te alegrará haber tomado.;0
NkMQpa2a2Ec;henry gonzalez;El dinero es para disfrutarlo;0
NkMQpa2a2Ec;Montse Al;Buen video. Consejos reales y simples;0
NkMQpa2a2Ec;Finanzas en Perspectiva;Muchas gracias!! Me alegro de que te guste;0
NkMQpa2a2Ec;LONAS IMPRESAS MONTERREY ;EXCELENTE  VIDEO;0
NkMQpa2a2Ec;Carlos Rivas;Despues de ver estos videos siempre pienso que no saben realmente el concepto de rico o pobre es solo la transicion no el método;0
NkMQpa2a2Ec;Miguelangel Huerta;Exelente compartimentó caballero gracias;0
NkMQpa2a2Ec;Christian M Hoffman;El dinero es dinero. Quién lo tiene realmente lo va a gastar, invertir, disfrutar y ahorrar. <br>      Los que tienen dinero se dan el lujo de comprar lo que les plazca y si quieren gastar en un lujo está bien. Dejen de creer que la persona promedio no se puede dar el lujo. No es cierto que compren en Walmart. Se van a Europa a comprar si ropa y tienen aún más en su disposición. <br>    No es como que ves a multimillonarios conduciendo un Tsuru al contrario van en autos con escoltas y les alcanza para eso y más.;0
NkMQpa2a2Ec;Jorge Eduardo Guijarro Orozco;Solo un comentario, no se casaron por money, mas bien afinidad mutua, empuje y confianza. ??;0
NkMQpa2a2Ec;David Material Variado;"En la miniatura: Rico: &quot;No necesitamos trabajar&quot;<br>Yo: Claro, seguro es autónomo con su propio negocio o inversor con lo que ello conlleva (demasiados riesgos en ambos casos)????????????????????<br>Lo mejor es trabajar para una empresa fuerte y consolidada y tener el menor número de preocupaciones posibles, y arriesgarse lo menos posible también<br>Para lo demás master card";0
NkMQpa2a2Ec;Víctor Mike Charlie;Siendo empleado difícilmente lograrás muchos progresos económicos. Solo unos pocos logran ascender en las corporaciones, ha puestos donde si se muy bien pagados, pero son pocos.;0
NkMQpa2a2Ec;Lola Perez;"con todo respeto soy comerciante...en la vida todo es un riesgo nadie tiene el trabajo comprado...ni nadie tampoco tiene los clientes comprados con dos negocios diferentes rubros..vestimenta y alimentos yalimentos alimentos  le aseguro en algo a usted q no estar bajo el control de nadie ni necesidad de tarjetas q te esclavizan; ni horarios es solo tener ganas de progresar y la verdad soy muy bendecida x Dios xq me va muy bien..";0
NkMQpa2a2Ec;???????;"Eso siempre y cuando no te saquen al bote cuando ya no le seas útil a la empresa &quot; fuerte y consolidada&quot;";0
NkMQpa2a2Ec;EduHak28 Gonzalez;Si compras un coche lujoso vas a impresionar el 1 día si al día siguiente ves a los mismos nadie va a decir nada El de IKEA conducía un Volvo antiguo Para qué voy a cambiarlo si todavía funciona;0
NkMQpa2a2Ec;hector melipillan;BTC es tu mejor inversión a largo plazo, cuando entiendan serán rentables.;0
NkMQpa2a2Ec;manuel enrique villegas rodriguez;Mi patrón, qepd, era y el rechazaba. A su familia, y trabaje con el 11 años y medio, tenia dos casas ??? bonitas, y compraba, pantalones ?? de 100 pesos y tenis igual, yo tenía la idea, que era muy gastador, y realmente el mismo dijo que era un miserable. Sorpresivamente me dejó de heredero, y trato de gastar así como el, pero mi misma familia, me quiere, dejar en la miseria;0
NkMQpa2a2Ec;Milano Centro;?? yo tengo dinero pero soy muy antisocial que sea el secreto? <br>Pagar una cena, tener una casa más bonita, un coche bello.. estos costos son muy bajos y realmente hacen diferencia. <br>Por el vestiti bueno esto es falso porque si tú eres Elon o Berlusconi puedes trabajar en calcetines pero!!! Porque ya eres el más bravo de todos. Pero cuando estas iniciando tienes que estar bien vestido porque la primera cosa que la gente ve es tu aspecto físico y solo después tú carácter. <br>Los amigos? Yo no tengo amigos solo gente con la cui colaboro! La frase más Bella quieres un amigo? Cómprate un perro! Universidad conosco mucha gente que fiene millones de euros y no estudiaron pero saben hacer un trabajo súper bien. <br><br>Sinceramente en este vídeo dicen tonterías ??;0
NkMQpa2a2Ec;Yey Alvarez;??????;0
NkMQpa2a2Ec;Jose Rodolfo Nuñez;Lo ideal sería una mujer millonaria bella, ecantadora y que no gaste pero la realidad no es esa, Casarse por dinero es algo contraproducente por qué y si con esa persona no se es feliz para qué serviría el dinero, yo diría que tiene que haber un balance una pareja que tenga deseos de superación, que no despilfarre el dinero y que haya atracción y amor;0
NkMQpa2a2Ec;Pablo rn;"Culeado, todo no se puede, jajajaja.. saludos che!! <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>";0
NkMQpa2a2Ec;Jorge;ojala y el pais gringo hubiera seguido estos consejos, como q estan en riesgo de impago en junio?? y q china sera el nuevo hegemon mundial;0
NkMQpa2a2Ec;NJ Martínez;Dios proveerá, la.gente se preocupa por aparentar y aveces ni comen;0
NkMQpa2a2Ec;Anonima;TU DIOS NO PROVEE NADA DEJA DE ESPERAR DE EL Y ACTUA LA PEREZA ES UN  PECADO CAPITAL SI USTED VA A ESPERAR SENTADO A QUE EL CIELO LE DE TODO ESTA EQUIVOCADO ADEMAS CADA UNO HACE DE SU DINERO LO QUE DESED;0
NkMQpa2a2Ec;Alonso Gomez;??????????????;0
NkMQpa2a2Ec;AA Lab;Para que guardar tanto si no sos inmortal,  primer lugar la salud,  vivir cmo si fuera el último,  no hacer mala sangre ser feliz y disfrutar de lo que te gusta , queres un auto nuevo compra sos el q lo vas a disfrutar mañana no sabes si vas a estar para contar los billetes que guardaste !!!!! Buena suerte !!!!!;0
NkMQpa2a2Ec;Rooo Lo;"Siempre ha dicho eso mi hermana: &quot;el dinero es para gastarlo&quot;, &quot;a la mejor mañana me muero y no disfrute&quot;, &quot;lo único que me voy a llevar es los viajes que he tenido&quot;.  Ahorita está súper endeudada, sin casa propia y trabajando en otro país limpiando baños para pagar sus gustos";0
NkMQpa2a2Ec;Alex Ramírez;Pensamiento tercermundista entró al chat;0
NkMQpa2a2Ec;Marta Rios;AA Lab<br>Las personas que quieren ser millonarios tienen siempre en mente a sus hijos, nietos, bisnietos para dejar herederos ( más del 90 % piensan así);0
NkMQpa2a2Ec;Anonima;PARA GANAR DINERO HAY QUE  TRABAJAR;0
NkMQpa2a2Ec;David Iglesias;Puedes usar automóvil nuevo pero no de los más caros. Aces un usado gastas mas;0
NkMQpa2a2Ec;og87;Los millonarios adquieren objetos de calidad;0
NkMQpa2a2Ec;Marco antonio Ferrer;El mas rico es El que menos necesita no se mientan saludos cordiales;0
NkMQpa2a2Ec;Gustavo Vivone;Mas que interesante el video.;0
NkMQpa2a2Ec;Finanzas en Perspectiva;Muchas gracias! Me alegra leer eso!;0
NkMQpa2a2Ec;Ever Cabrera;Nose lo que dice tu video pero la salud lo más importante I para la buena salud no nesecitas tener mucho dinero<br>Y es todo lo demás pra ser feliz es con Dios;0
NkMQpa2a2Ec;Anonima;SI QUE NECESITAS PORQUE SI NO TENES NO PODES PAGARTE LA PREPAGA Y NO  TODOS TIENEN OBRA SOCIAL  SALUD Y DINERO A LA MISMA ALTURA;0
NkMQpa2a2Ec;zzZINGAROoo;De que le sirven estos consejos a las personas que no tienen idea de cómo hacer negocios? ??;0
NkMQpa2a2Ec;Leonardo Roblez;Grscias por la berdad.;0
NkMQpa2a2Ec;Antonio Sánchez;Grande! Un tío...que rescata animales...no puede ser malo cohone, que están empeñados en ponerlo como un cabrón! Que hace pasta con su negocio ok, pero si su negocio arregla un PUTO PROBLEMA..no sé cuál es el PROBREM MY FRIEND;0
NkMQpa2a2Ec;Alejandro Ramos;Pos si mi señor analista pero lo que compras caro se vende caro no recuperas todo pero no es pérdida total además el rico siempre es rico ponemos a prueba un rico y un pobre jugando lotería y se la gana el rico porque ya trae la fortuna en este mundo;0
NkMQpa2a2Ec;Andres Cruz;Compro el fondo para siempre y cuando lo vendo ???...mas bien, invierte en acciones que paguen dividendos y nunk las vendas ??;0
NkMQpa2a2Ec;El TioBen;Los vendes cuando creas que va la empresa a la quiebra o en contra de tus ganancias ?? antes de vos irte a la quiebra, una inversion a largo plazo necesita de capital, empezar pequeño e ir creciendo, si no te gusta no podras asi de simple. Paciencia... mucha paciencia y disciplina hace falta. Estudiá si te gusa y capaz podés... mas del 85% de la gente pierde en los mercados por falta de ello;0
NkMQpa2a2Ec;TxdiiuX Gtz;yo tmbn me di cuenta muy tarde;0
NkMQpa2a2Ec;JhaisyEvelyn;Disculpeme si le ofendi los quiero con todo mi corazoncito??????????????????????????;0
NkMQpa2a2Ec;Rocio León;Primero que todo, no hay que vivir de apariencias, cada cual vive su vida y ya, no hay que endeudarse tontamente;0
NkMQpa2a2Ec;Anonima;NO TODOS SE ENDEUDAN POR TONTERIAS;0
NkMQpa2a2Ec;departamento cobranza;Cuenta si vivo en latinoamerica?;0
NkMQpa2a2Ec;EduHak28 Gonzalez;Cásate por amor Siguen casado Sting con Trudie Styler desde 1982 o Tom Hanks con Rita Wilson desde 1985 de Cat Zeta-Jones está casada con M. Douglas y es casi 20 años menor;0
NkMQpa2a2Ec;GabrielEscobar Mejia;EN LAS CRIPTOMONEDAS PERDI 60,000 MIL LEMPIRAS HONDUREÑO MAS 25,000 MIL MAS EN TOTAL PERDI 85,000 LEMPIRAS;0
NkMQpa2a2Ec;Vitoko skullerx;Compraste bitcoin en precios máximos? ?? las inversiones y especulaciónes son psicológicas.;0
NkMQpa2a2Ec;Oseas Zolis;Gabriel Escobar mejía pero según los salvadoreños nos dicen que serán potencia usando la cripto y que ya lantienen en su pais dime que piensas al respecto?;0
NkMQpa2a2Ec;Lara Vanesa Palacios;interesante;0
NkMQpa2a2Ec;Finanzas en Perspectiva;Me alegro de que te haya gustado!;0
NkMQpa2a2Ec;henry gonzalez;Ahorren para otros;0
NkMQpa2a2Ec;Manuel Mora;Mentira, las mujeres si se fijan en los tipos qué pasan en autos lujosos ????????<br>Y no salgan con que no;0
NkMQpa2a2Ec;Anonima;YO NO  Y LOS HOMBRES EN LAS SEXI;0
NkMQpa2a2Ec;Gustavo Martinez;????;0
NkMQpa2a2Ec;ivan muller;"Llamas a tus amigos &quot;red de contactos &quot; uy los utilizas para mejorar tus finanzas .. horrible";0
NkMQpa2a2Ec;Esteban;Para siempre? Jajaja unos 10 años y hay que gastar;0
NkMQpa2a2Ec;Miguel;Resumen<br>Casate por dinero  ..ok;0
NkMQpa2a2Ec;juan berriatua;Que absurdo!;0
NkMQpa2a2Ec;Rhiox;me mata como le da con un palo a las crypto, como se nota que no entiende nada el que habla, 0 reasearch, hay banda de proyectos interesantes q no son scam, sigan acumulando dolares dale, que yo voy a seguir acumulando satoshis;0
NkMQpa2a2Ec;HideoKuzeMex;Esas TONTERÍAS de redefinir a los ricos ?? Por favor, el que ES verdaderamente RICO, tiene mucho MUCHO DINERO y LO USA, lo DISFRUTA y claro que SÍ TIENE COCHES DE LUJO ?? ¿Han ido a una mansión? ¿Han visto los autos que guardan? ¿En serio no saben LO MUCHO que los VERDADERAMENTE ricos pagan por experiencias, clubes e incluso coss FATUAS y MUY CARAS sólo porque LAS PUEDEN PAGAR sin desfalcar sus finanzas? No desinformen ni deformen la realidad con su absurdo culto new age ??;0
NkMQpa2a2Ec;Anonima;ASI ES VIDEO INADECUADO;0
NkMQpa2a2Ec;Vitoko skullerx;Los ricos que presumen lujos suelen ser esos personajes que hacen musica urbana o pop chatarra, son un pésimo ejemplo a seguir, los millonarios en realidad son mas tacaños pero apenas tienen deuda, pagan todo sin credito se enfocan mucho en ahorrar invertir y emprender .;0
NkMQpa2a2Ec;mirna montecinos garcia;No es Así, los verdaderos ricos son austeros, poleras , chalecos y jeans, autos normales y teléfono del año anterior;0
NkMQpa2a2Ec;Inmortal Music;Para gastar 100 dolares en un mes  ellos aseguran tener una entrada de 1000 cada mes, parece que gastan mucho pero es por que ganan mucho mas de lo que gastan;0
NkMQpa2a2Ec;Dany;No dude. Viajan mucho, eso sí. Pero recuerda... Dime de lo que presumen y te diré de lo que careces;0
NkMQpa2a2Ec;Charly Montufar;Dise que tiene miles de edificios quien sabe;0
NkMQpa2a2Ec;Michael Andrade;Ósea wallmart es pes pobres V;0
NkMQpa2a2Ec;Yo Crispi;Rico es tacaño y no es feliz su tacañeria;0
NkMQpa2a2Ec;Vitoko skullerx;Vas a ser mucho mas infeliz con los acosos de cobranza ????;0
NkMQpa2a2Ec;henry gonzalez;Pobresitos;0
NkMQpa2a2Ec;G L;Muchas vueltas para explicar cómo ahorrar???????;0
NkMQpa2a2Ec;Nick Tom;Uno piensa que si les importa epipero no verdad??????;0
NkMQpa2a2Ec;CARNICUXXX CRAZY;Si estás reventado a trabajar y sabes lo q te cuesta ganar una hora de currar    ves q es tirar la pasta luego si ven tienes dinero todos están diciéndote q te quieren ver y lo q quieren es que te pases al bar para q pagues las cerves diciendo q te quieren y quieren verte y la realidad esque sino vas les toca pagar la cuenta y les jode..luego todo dios te pide dinero y dicen q te lo van a devolver y cmo saben q no te hace falta terminas tejiendo q ir a pedirlo y le sienta mal y terminan diciendo q el malo eres tu;0
NkMQpa2a2Ec;Phillip Neil's;"Buen video, esto me recuerda a hace 8 meses cuando era tan pobre y me rompí que apenas podía pagar una comida al día. Recuerdo que tuve que dar el mayor paso de mi vida cuando invertí mis últimos ingresos con una corredora experta, la Sra. Irving Kim, que trabaja con una empresa de comercio de divisas en el Reino Unido. Puede parecer poco, pero tomó valor saber que invertir era lo correcto en ese momento. Hoy mi pequeña inversión de solo 300 USD me ha dado grandes ganancias. Honestamente, para tener éxito, tienes que dar un gran paso. Ahí es donde comienza todo. El cambio de divisas también es una buena inversión y estoy feliz de haber dado ese paso audaz. Estoy compartiendo esto para alentar a cualquiera en el punto más bajo de su vida a &quot;no te rindas&quot;.";0
NkMQpa2a2Ec;Keshav ;IRVINGKIM_;0
NkMQpa2a2Ec;Keshav ;La señorita Kim es una muy buena amiga mía. Estoy muy feliz de ver estos hermosos comentarios sobre ella en diferentes plataformas de redes sociales.;0
NkMQpa2a2Ec;Senol Kurtoglu;ese es su contacto de whatsapp arriba ????;0
NkMQpa2a2Ec;Senol Kurtoglu;3057;0
NkMQpa2a2Ec;Senol Kurtoglu;234;0
NkMQpa2a2Ec;Senol Kurtoglu;352;0
NkMQpa2a2Ec;Senol Kurtoglu;+1;0
NkMQpa2a2Ec;Michael Scott;Gracias por esta útil información ... ¿Cómo puedo contactar a la Sra. Kim? Creo que es muy importante que lo haga;0
NkMQpa2a2Ec;Martinez Carla;Con la orientación y la ayuda de la Sra. Irving Kim, he logrado mi sueño de ser estable financieramente;0
NkMQpa2a2Ec;Martinez Carla;Un amigo me presentó a la Sra. Kim después de haber sido estafado en diferentes plataformas y estaba a punto de perder mi compañía. Con su ayuda, pude recuperar todo lo que perdí y salvé mi compañía. Ella dedica su tiempo para asegurarse de que sus clientes obtengan lo mejor;0
NkMQpa2a2Ec;Tessy Peter;Su comisión es el 3% de las ganancias generadas después de tres meses.;0
NkMQpa2a2Ec;Tessy Peter;Ser capaz de llegar a la Sra. Kim cambió mi vida para siempre. Yo mismo he sido inversionista durante algunos años, pero lidiar con la Sra. Kim me dio muchas ganancias. Deberías probarla si tienes la oportunidad de ver este mensaje.;0
NkMQpa2a2Ec;Precious George ;¿Cuál es su tasa de comisión?;0
